,OrderWeek,Segment,City,State,Region,SubCategory,Discount
8025,37,Corporate,New York City,New York,East,Furnishings,NO
8026,37,Corporate,New York City,New York,East,Storage,NO
8027,37,Corporate,New York City,New York,East,Accessories,NO
8028,37,Corporate,New York City,New York,East,Storage,NO
8029,42,Consumer,San Antonio,Texas,Central,Accessories,YES
8031,1,Consumer,Amarillo,Texas,Central,Paper,YES
8032,26,Consumer,Houston,Texas,Central,Paper,YES
8035,26,Consumer,Houston,Texas,Central,Labels,YES
8036,38,Consumer,Lawrence,Massachusetts,East,Binders,NO
8037,28,Corporate,Columbus,Georgia,South,Appliances,NO
8038,26,Consumer,Los Angeles,California,West,Bookcases,YES
8039,34,Corporate,Seattle,Washington,West,Chairs,YES
8040,34,Corporate,Seattle,Washington,West,Storage,NO
8041,34,Corporate,Seattle,Washington,West,Accessories,NO
8042,10,Home Office,Cambridge,Massachusetts,East,Accessories,NO
8043,10,Home Office,Cambridge,Massachusetts,East,Furnishings,NO
8044,37,Consumer,Salt Lake City,Utah,West,Binders,YES
8045,38,Consumer,New York City,New York,East,Appliances,NO
8047,44,Consumer,Wilmington,North Carolina,South,Paper,YES
8048,26,Corporate,New York City,New York,East,Appliances,NO
8050,39,Corporate,Philadelphia,Pennsylvania,East,Furnishings,YES
8051,39,Corporate,Philadelphia,Pennsylvania,East,Appliances,YES
8052,29,Corporate,New York City,New York,East,Art,NO
8054,35,Consumer,Los Angeles,California,West,Storage,NO
8055,35,Consumer,Los Angeles,California,West,Bookcases,YES
8056,35,Consumer,Los Angeles,California,West,Storage,NO
8057,35,Consumer,Los Angeles,California,West,Binders,YES
8058,35,Consumer,Los Angeles,California,West,Phones,YES
8059,35,Consumer,Los Angeles,California,West,Furnishings,NO
8060,38,Corporate,Long Beach,New York,East,Paper,NO
8061,38,Corporate,Long Beach,New York,East,Binders,YES
8062,45,Consumer,Rochester,New York,East,Phones,NO
8063,45,Consumer,Rochester,New York,East,Phones,NO
8064,45,Consumer,Rochester,New York,East,Paper,NO
8065,45,Consumer,Rochester,New York,East,Storage,NO
8066,45,Consumer,Rochester,New York,East,Binders,YES
8067,43,Corporate,San Francisco,California,West,Accessories,NO
8068,43,Corporate,San Francisco,California,West,Furnishings,NO
8069,52,Consumer,Huntsville,Texas,Central,Storage,YES
8071,52,Consumer,Huntsville,Texas,Central,Chairs,YES
8072,52,Consumer,Huntsville,Texas,Central,Art,YES
8076,26,Corporate,East Point,Georgia,South,Furnishings,NO
8077,26,Corporate,East Point,Georgia,South,Binders,NO
8078,26,Corporate,East Point,Georgia,South,Accessories,NO
8079,47,Home Office,New York City,New York,East,Binders,YES
8080,44,Corporate,Springfield,Oregon,West,Labels,YES
8081,44,Corporate,Springfield,Oregon,West,Paper,YES
8082,44,Corporate,Springfield,Oregon,West,Appliances,YES
8085,42,Home Office,Arlington,Virginia,South,Furnishings,NO
8086,17,Consumer,Wilmington,North Carolina,South,Appliances,YES
8087,39,Corporate,Yuma,Arizona,West,Art,YES
8088,28,Consumer,San Bernardino,California,West,Binders,YES
8089,32,Corporate,Baltimore,Maryland,East,Appliances,NO
8090,49,Home Office,Seattle,Washington,West,Storage,NO
8091,50,Consumer,San Francisco,California,West,Labels,NO
8092,45,Home Office,New York City,New York,East,Art,NO
8093,30,Consumer,Seattle,Washington,West,Furnishings,NO
8094,30,Consumer,Seattle,Washington,West,Paper,NO
8095,30,Consumer,Seattle,Washington,West,Paper,NO
8096,30,Consumer,Seattle,Washington,West,Accessories,NO
8097,52,Consumer,Albuquerque,New Mexico,West,Storage,NO
8098,52,Consumer,Albuquerque,New Mexico,West,Paper,NO
8099,10,Home Office,Los Angeles,California,West,Accessories,NO
8100,10,Home Office,Los Angeles,California,West,Machines,YES
8101,21,Consumer,Los Angeles,California,West,Labels,NO
8102,21,Consumer,Los Angeles,California,West,Machines,YES
8103,21,Consumer,Los Angeles,California,West,Storage,NO
8104,21,Consumer,Los Angeles,California,West,Phones,YES
8105,7,Home Office,Houston,Texas,Central,Bookcases,YES
8106,7,Home Office,Houston,Texas,Central,Art,YES
8107,7,Home Office,Houston,Texas,Central,Phones,YES
8108,49,Consumer,Philadelphia,Pennsylvania,East,Chairs,YES
8109,46,Consumer,Chicago,Illinois,Central,Envelopes,YES
8110,46,Consumer,Chicago,Illinois,Central,Chairs,YES
8111,48,Consumer,San Angelo,Texas,Central,Chairs,YES
8113,48,Consumer,San Angelo,Texas,Central,Chairs,YES
8114,40,Corporate,Pasadena,Texas,Central,Art,YES
8115,35,Corporate,Los Angeles,California,West,Furnishings,NO
8116,47,Corporate,Garden City,Kansas,Central,Storage,NO
8117,26,Consumer,Los Angeles,California,West,Paper,NO
8118,29,Consumer,Chicago,Illinois,Central,Chairs,YES
8119,45,Consumer,San Francisco,California,West,Furnishings,NO
8120,45,Consumer,San Francisco,California,West,Chairs,YES
8122,50,Consumer,Philadelphia,Pennsylvania,East,Envelopes,YES
8123,50,Consumer,Philadelphia,Pennsylvania,East,Copiers,YES
8124,36,Consumer,Modesto,California,West,Chairs,YES
8126,6,Consumer,Houston,Texas,Central,Accessories,YES
8127,6,Consumer,Houston,Texas,Central,Storage,YES
8129,29,Corporate,Riverside,California,West,Accessories,NO
8130,29,Corporate,Riverside,California,West,Paper,NO
8131,29,Corporate,Riverside,California,West,Art,NO
8132,29,Corporate,Riverside,California,West,Storage,NO
8134,8,Consumer,Los Angeles,California,West,Paper,NO
8135,8,Consumer,Los Angeles,California,West,Labels,NO
8136,32,Corporate,Lakeland,Florida,South,Tables,YES
8137,45,Home Office,New York City,New York,East,Furnishings,NO
8138,29,Home Office,Philadelphia,Pennsylvania,East,Art,YES
8140,29,Home Office,Philadelphia,Pennsylvania,East,Paper,YES
8141,5,Consumer,San Diego,California,West,Labels,NO
8142,5,Consumer,San Diego,California,West,Storage,NO
8143,5,Consumer,San Diego,California,West,Tables,YES
8144,5,Consumer,San Diego,California,West,Phones,YES
8145,25,Consumer,Lawton,Oklahoma,Central,Appliances,NO
8146,25,Consumer,Lawton,Oklahoma,Central,Art,NO
8147,23,Consumer,Salem,Virginia,South,Paper,NO
8148,52,Home Office,Santa Ana,California,West,Labels,NO
8149,4,Corporate,Rapid City,South Dakota,Central,Binders,NO
8150,4,Corporate,Rapid City,South Dakota,Central,Bookcases,NO
8151,12,Consumer,Seattle,Washington,West,Storage,NO
8152,12,Consumer,Seattle,Washington,West,Paper,NO
8153,12,Consumer,Seattle,Washington,West,Copiers,NO
8154,12,Consumer,Middletown,Connecticut,East,Accessories,NO
8155,12,Consumer,Middletown,Connecticut,East,Paper,NO
8156,40,Consumer,Baltimore,Maryland,East,Tables,YES
8157,46,Consumer,San Diego,California,West,Accessories,NO
8158,52,Corporate,Odessa,Texas,Central,Paper,YES
8159,10,Home Office,Milford,Connecticut,East,Accessories,NO
8160,7,Consumer,Belleville,New Jersey,East,Chairs,NO
8161,40,Consumer,New York City,New York,East,Appliances,NO
8162,40,Consumer,New York City,New York,East,Phones,NO
8163,45,Consumer,San Diego,California,West,Furnishings,NO
8164,45,Consumer,San Diego,California,West,Binders,YES
8165,45,Consumer,San Diego,California,West,Binders,YES
8166,45,Consumer,San Diego,California,West,Bookcases,YES
8167,30,Corporate,San Francisco,California,West,Tables,YES
8168,45,Home Office,Seattle,Washington,West,Tables,NO
8169,45,Home Office,Seattle,Washington,West,Chairs,YES
8170,45,Home Office,Seattle,Washington,West,Accessories,NO
8171,6,Consumer,Jackson,Mississippi,South,Art,NO
8172,28,Home Office,Los Angeles,California,West,Labels,NO
8173,28,Home Office,Los Angeles,California,West,Binders,YES
8174,28,Home Office,Los Angeles,California,West,Storage,NO
8175,4,Corporate,Chicago,Illinois,Central,Paper,YES
8176,38,Home Office,New York City,New York,East,Storage,NO
8177,51,Consumer,Los Angeles,California,West,Accessories,NO
8178,35,Consumer,Des Moines,Washington,West,Copiers,NO
8179,31,Consumer,Springfield,Oregon,West,Tables,YES
8180,47,Consumer,Philadelphia,Pennsylvania,East,Tables,YES
8181,47,Consumer,Philadelphia,Pennsylvania,East,Phones,YES
8184,29,Corporate,Chicago,Illinois,Central,Paper,YES
8185,37,Consumer,Chicago,Illinois,Central,Envelopes,YES
8186,37,Consumer,Chicago,Illinois,Central,Chairs,YES
8187,49,Corporate,New York City,New York,East,Paper,NO
8188,40,Consumer,Rockville,Maryland,East,Paper,NO
8189,40,Consumer,Rockville,Maryland,East,Binders,NO
8190,46,Consumer,New York City,New York,East,Paper,NO
8191,46,Consumer,New York City,New York,East,Furnishings,NO
8193,49,Consumer,Durham,North Carolina,South,Appliances,YES
8194,49,Consumer,Durham,North Carolina,South,Furnishings,YES
8195,49,Corporate,Santa Barbara,California,West,Paper,NO
8196,36,Consumer,Knoxville,Tennessee,South,Accessories,YES
8197,36,Consumer,Knoxville,Tennessee,South,Art,YES
8198,36,Consumer,Knoxville,Tennessee,South,Paper,YES
8200,17,Consumer,Chicago,Illinois,Central,Storage,YES
8201,45,Corporate,New York City,New York,East,Storage,NO
8202,45,Corporate,New York City,New York,East,Phones,NO
8203,45,Corporate,New York City,New York,East,Furnishings,NO
8204,45,Corporate,New York City,New York,East,Machines,NO
8205,45,Corporate,New York City,New York,East,Chairs,YES
8206,17,Consumer,Daytona Beach,Florida,South,Tables,YES
8207,17,Consumer,Daytona Beach,Florida,South,Art,YES
8209,38,Consumer,Nashville,Tennessee,South,Storage,YES
8210,36,Corporate,Nashville,Tennessee,South,Appliances,YES
8212,45,Consumer,Dallas,Texas,Central,Storage,YES
8214,39,Corporate,Murfreesboro,Tennessee,South,Paper,YES
8217,40,Consumer,Dallas,Texas,Central,Fasteners,YES
8219,40,Consumer,Dallas,Texas,Central,Labels,YES
8221,40,Consumer,Dallas,Texas,Central,Fasteners,YES
8222,8,Consumer,Arlington,Texas,Central,Storage,YES
8223,23,Corporate,Pasadena,California,West,Paper,NO
8224,23,Corporate,Pasadena,California,West,Paper,NO
8226,44,Consumer,Everett,Massachusetts,East,Paper,NO
8227,14,Home Office,Troy,New York,East,Furnishings,NO
8228,14,Home Office,Troy,New York,East,Storage,NO
8229,14,Home Office,Troy,New York,East,Accessories,NO
8230,26,Consumer,Sandy Springs,Georgia,South,Art,NO
8231,26,Consumer,Sandy Springs,Georgia,South,Bookcases,NO
8232,39,Consumer,San Jose,California,West,Storage,NO
8233,39,Consumer,San Jose,California,West,Storage,NO
8234,18,Consumer,Jacksonville,Florida,South,Supplies,YES
8235,18,Consumer,Jacksonville,Florida,South,Tables,YES
8236,18,Consumer,Jacksonville,Florida,South,Chairs,YES
8237,42,Consumer,Jacksonville,Florida,South,Storage,YES
8238,42,Consumer,Jacksonville,Florida,South,Paper,YES
8239,42,Consumer,Jacksonville,Florida,South,Art,YES
8240,42,Consumer,Jacksonville,Florida,South,Furnishings,YES
8241,36,Consumer,New York City,New York,East,Binders,YES
8242,36,Consumer,New York City,New York,East,Accessories,NO
8243,33,Consumer,San Francisco,California,West,Phones,YES
8244,33,Consumer,San Francisco,California,West,Furnishings,NO
8245,34,Corporate,Columbus,Georgia,South,Storage,NO
8247,19,Home Office,Aurora,Illinois,Central,Art,YES
8248,19,Home Office,Philadelphia,Pennsylvania,East,Phones,YES
8252,10,Consumer,Chicago,Illinois,Central,Storage,YES
8253,32,Consumer,Seattle,Washington,West,Copiers,NO
8254,32,Consumer,Seattle,Washington,West,Paper,NO
8255,32,Consumer,Seattle,Washington,West,Phones,YES
8256,32,Consumer,Seattle,Washington,West,Storage,NO
8257,32,Consumer,Seattle,Washington,West,Accessories,NO
8258,32,Consumer,Seattle,Washington,West,Binders,YES
8259,25,Home Office,Roseville,Michigan,Central,Paper,NO
8260,25,Home Office,Roseville,Michigan,Central,Binders,NO
8261,25,Home Office,Roseville,Michigan,Central,Storage,NO
8262,50,Home Office,Fayetteville,Arkansas,South,Paper,NO
8264,1,Consumer,New York City,New York,East,Appliances,NO
8265,1,Consumer,New York City,New York,East,Binders,YES
8266,18,Consumer,Dover,Delaware,East,Phones,NO
8267,5,Consumer,Aurora,Illinois,Central,Tables,YES
8268,5,Consumer,Aurora,Illinois,Central,Supplies,YES
8269,5,Consumer,Aurora,Illinois,Central,Phones,YES
8270,5,Consumer,Aurora,Illinois,Central,Art,YES
8271,51,Consumer,New York City,New York,East,Chairs,YES
8272,42,Corporate,El Cajon,California,West,Chairs,YES
8273,24,Home Office,Springfield,Ohio,East,Art,YES
8274,26,Corporate,Mount Vernon,New York,East,Storage,NO
8275,26,Home Office,Lakewood,Ohio,East,Paper,YES
8278,7,Home Office,Tampa,Florida,South,Storage,YES
8279,16,Consumer,Columbus,Georgia,South,Storage,NO
8280,19,Corporate,Jacksonville,North Carolina,South,Envelopes,YES
8281,19,Corporate,Jacksonville,North Carolina,South,Chairs,YES
8282,52,Home Office,Saint Charles,Illinois,Central,Machines,YES
8283,52,Home Office,Saint Charles,Illinois,Central,Art,YES
8284,52,Home Office,Saint Charles,Illinois,Central,Accessories,YES
8286,33,Home Office,Miami,Florida,South,Paper,YES
8287,33,Home Office,Miami,Florida,South,Art,YES
8288,33,Home Office,Miami,Florida,South,Accessories,YES
8289,33,Home Office,Miami,Florida,South,Appliances,YES
8290,33,Home Office,Miami,Florida,South,Supplies,YES
8291,33,Home Office,Miami,Florida,South,Labels,YES
8293,44,Corporate,Seattle,Washington,West,Binders,YES
8294,11,Consumer,New York City,New York,East,Phones,NO
8295,22,Corporate,Arlington,Virginia,South,Envelopes,NO
8296,22,Corporate,Arlington,Virginia,South,Accessories,NO
8297,27,Corporate,Charlotte,North Carolina,South,Furnishings,YES
8298,27,Corporate,Charlotte,North Carolina,South,Labels,YES
8299,11,Consumer,Roseville,California,West,Art,NO
8300,17,Consumer,Detroit,Michigan,Central,Envelopes,NO
8301,30,Corporate,Los Angeles,California,West,Accessories,NO
8302,30,Corporate,Los Angeles,California,West,Chairs,YES
8303,44,Home Office,San Francisco,California,West,Phones,YES
8304,44,Consumer,Bakersfield,California,West,Tables,YES
8305,32,Home Office,Tulsa,Oklahoma,Central,Paper,NO
8306,32,Home Office,Tulsa,Oklahoma,Central,Binders,NO
8307,32,Home Office,Tulsa,Oklahoma,Central,Binders,NO
8308,30,Home Office,San Francisco,California,West,Art,NO
8309,9,Consumer,Houston,Texas,Central,Storage,YES
8310,9,Consumer,Houston,Texas,Central,Tables,YES
8311,4,Consumer,Columbus,Georgia,South,Furnishings,NO
8312,4,Consumer,Columbus,Georgia,South,Phones,NO
8313,28,Home Office,League City,Texas,Central,Chairs,YES
8314,28,Home Office,League City,Texas,Central,Fasteners,YES
8315,28,Home Office,League City,Texas,Central,Art,YES
8316,28,Home Office,League City,Texas,Central,Paper,YES
8317,15,Consumer,Burlington,North Carolina,South,Art,YES
8318,15,Consumer,Burlington,North Carolina,South,Art,YES
8319,46,Consumer,New York City,New York,East,Storage,NO
8320,49,Consumer,Dallas,Texas,Central,Art,YES
8322,46,Consumer,Long Beach,New York,East,Appliances,NO
8323,46,Consumer,Long Beach,New York,East,Paper,NO
8324,36,Home Office,Hialeah,Florida,South,Storage,YES
8325,36,Home Office,Hialeah,Florida,South,Phones,YES
8328,40,Consumer,Belleville,New Jersey,East,Paper,NO
8329,40,Consumer,Belleville,New Jersey,East,Paper,NO
8330,45,Consumer,New York City,New York,East,Accessories,NO
8331,10,Consumer,Andover,Massachusetts,East,Storage,NO
8332,10,Consumer,Andover,Massachusetts,East,Chairs,NO
8333,10,Consumer,Andover,Massachusetts,East,Paper,NO
8334,10,Consumer,Andover,Massachusetts,East,Binders,NO
8335,19,Home Office,Newark,Delaware,East,Binders,NO
8336,26,Consumer,Arlington,Virginia,South,Art,NO
8337,52,Corporate,Decatur,Alabama,South,Paper,NO
8338,52,Corporate,Decatur,Alabama,South,Accessories,NO
8339,15,Corporate,Hesperia,California,West,Chairs,YES
8340,46,Consumer,Chesapeake,Virginia,South,Paper,NO
8341,23,Consumer,Los Angeles,California,West,Appliances,NO
8342,47,Consumer,Huntsville,Alabama,South,Storage,NO
8343,12,Consumer,Knoxville,Tennessee,South,Labels,YES
8344,12,Consumer,Knoxville,Tennessee,South,Furnishings,YES
8345,12,Consumer,Knoxville,Tennessee,South,Chairs,YES
8346,18,Corporate,Lawrence,Massachusetts,East,Furnishings,NO
8347,18,Corporate,Lawrence,Massachusetts,East,Furnishings,NO
8349,18,Corporate,Lawrence,Massachusetts,East,Furnishings,NO
8350,18,Corporate,Lawrence,Massachusetts,East,Paper,NO
8351,18,Corporate,Philadelphia,Pennsylvania,East,Furnishings,YES
8353,18,Corporate,Philadelphia,Pennsylvania,East,Tables,YES
8355,18,Corporate,Philadelphia,Pennsylvania,East,Fasteners,YES
8356,34,Consumer,Athens,Georgia,South,Furnishings,NO
8357,15,Consumer,Great Falls,Montana,West,Storage,NO
8358,15,Consumer,Great Falls,Montana,West,Phones,YES
8359,15,Consumer,Great Falls,Montana,West,Accessories,NO
8360,1,Consumer,El Paso,Texas,Central,Art,YES
8362,1,Consumer,El Paso,Texas,Central,Tables,YES
8363,1,Consumer,El Paso,Texas,Central,Storage,YES
8364,17,Consumer,Kissimmee,Florida,South,Phones,YES
8365,5,Home Office,Seattle,Washington,West,Phones,YES
8366,36,Corporate,Santa Clara,California,West,Supplies,NO
8367,36,Corporate,Santa Clara,California,West,Paper,NO
8368,36,Corporate,Santa Clara,California,West,Binders,YES
8369,23,Consumer,Los Angeles,California,West,Tables,YES
8370,42,Home Office,Fresno,California,West,Bookcases,YES
8372,47,Home Office,Seattle,Washington,West,Furnishings,NO
8373,45,Consumer,San Francisco,California,West,Storage,NO
8374,2,Home Office,San Francisco,California,West,Appliances,NO
8375,2,Home Office,San Francisco,California,West,Binders,YES
8376,12,Corporate,Pompano Beach,Florida,South,Appliances,YES
8377,46,Corporate,Houston,Texas,Central,Storage,YES
8378,46,Corporate,Houston,Texas,Central,Paper,YES
8379,46,Corporate,Houston,Texas,Central,Envelopes,YES
8380,37,Consumer,Chicago,Illinois,Central,Paper,YES
8381,11,Consumer,San Francisco,California,West,Phones,YES
8382,6,Corporate,Houston,Texas,Central,Chairs,YES
8383,47,Home Office,Shelton,Connecticut,East,Accessories,NO
8384,47,Home Office,Shelton,Connecticut,East,Paper,NO
8385,36,Corporate,Oakland,California,West,Binders,YES
8386,22,Consumer,Manchester,Connecticut,East,Storage,NO
8387,22,Consumer,Manchester,Connecticut,East,Storage,NO
8388,44,Corporate,Orange,New Jersey,East,Appliances,NO
8389,52,Home Office,Akron,Ohio,East,Fasteners,YES
8390,49,Corporate,Los Angeles,California,West,Paper,NO
8391,51,Home Office,Danbury,Connecticut,East,Furnishings,NO
8392,48,Consumer,Franklin,Massachusetts,East,Phones,NO
8393,48,Consumer,Franklin,Massachusetts,East,Furnishings,NO
8394,48,Consumer,Franklin,Massachusetts,East,Appliances,NO
8395,48,Consumer,Franklin,Massachusetts,East,Tables,YES
8396,27,Consumer,Wilmington,North Carolina,South,Paper,YES
8398,44,Home Office,Springfield,Ohio,East,Chairs,YES
8399,16,Consumer,Glendale,Arizona,West,Storage,YES
8400,49,Consumer,New York City,New York,East,Binders,YES
8401,49,Consumer,New York City,New York,East,Chairs,YES
8402,49,Consumer,New York City,New York,East,Paper,NO
8403,5,Corporate,Los Angeles,California,West,Paper,NO
8404,27,Corporate,Newark,Delaware,East,Furnishings,NO
8405,27,Corporate,Newark,Delaware,East,Accessories,NO
8406,27,Corporate,Newark,Delaware,East,Furnishings,NO
8407,27,Corporate,Newark,Delaware,East,Art,NO
8408,27,Corporate,Newark,Delaware,East,Art,NO
8409,50,Home Office,San Bernardino,California,West,Binders,YES
8410,46,Corporate,Burlington,North Carolina,South,Tables,YES
8411,19,Consumer,Salem,Virginia,South,Art,NO
8412,10,Consumer,Dallas,Texas,Central,Tables,YES
8414,50,Corporate,Arlington,Texas,Central,Accessories,YES
8415,14,Home Office,Marion,Iowa,Central,Paper,NO
8416,19,Home Office,Seattle,Washington,West,Binders,YES
8417,19,Home Office,Seattle,Washington,West,Storage,NO
8418,19,Home Office,Seattle,Washington,West,Tables,NO
8419,19,Home Office,Seattle,Washington,West,Storage,NO
8420,19,Home Office,Seattle,Washington,West,Accessories,NO
8421,41,Consumer,Lakewood,New Jersey,East,Accessories,NO
8422,41,Consumer,Lakewood,New Jersey,East,Fasteners,NO
8423,41,Consumer,Lakewood,New Jersey,East,Furnishings,NO
8424,41,Consumer,Lakewood,New Jersey,East,Bookcases,NO
8426,40,Consumer,Thornton,Colorado,West,Supplies,YES
8427,47,Consumer,Roseville,Michigan,Central,Supplies,NO
8428,45,Corporate,Tempe,Arizona,West,Accessories,YES
8429,51,Consumer,Reading,Pennsylvania,East,Furnishings,YES
8430,13,Consumer,Apple Valley,Minnesota,Central,Storage,NO
8432,37,Corporate,Corpus Christi,Texas,Central,Fasteners,YES
8433,37,Corporate,Corpus Christi,Texas,Central,Paper,YES
8437,50,Consumer,Cleveland,Ohio,East,Accessories,YES
8438,22,Consumer,Seattle,Washington,West,Binders,YES
8439,11,Corporate,Chicago,Illinois,Central,Phones,YES
8440,49,Home Office,Columbus,Ohio,East,Paper,YES
8441,18,Consumer,Tucson,Arizona,West,Paper,YES
8442,9,Home Office,Philadelphia,Pennsylvania,East,Phones,YES
8444,9,Home Office,Philadelphia,Pennsylvania,East,Phones,YES
8445,43,Corporate,Cranston,Rhode Island,East,Tables,YES
8446,43,Corporate,Cranston,Rhode Island,East,Furnishings,NO
8447,43,Corporate,Cranston,Rhode Island,East,Furnishings,NO
8448,43,Corporate,Cranston,Rhode Island,East,Tables,YES
8449,43,Corporate,Cranston,Rhode Island,East,Paper,NO
8450,43,Corporate,Cranston,Rhode Island,East,Appliances,NO
8451,18,Consumer,San Francisco,California,West,Phones,YES
8452,16,Corporate,Houston,Texas,Central,Chairs,YES
8453,16,Corporate,Houston,Texas,Central,Storage,YES
8455,20,Corporate,Los Angeles,California,West,Phones,YES
8456,21,Corporate,Chicago,Illinois,Central,Chairs,YES
8460,35,Consumer,Bristol,Connecticut,East,Binders,NO
8461,35,Consumer,Bristol,Connecticut,East,Storage,NO
8462,36,Consumer,Holland,Michigan,Central,Labels,NO
8463,13,Home Office,Albuquerque,New Mexico,West,Phones,YES
8464,19,Consumer,Louisville,Colorado,West,Accessories,YES
8465,15,Consumer,New York City,New York,East,Storage,NO
8466,15,Consumer,Norwich,Connecticut,East,Appliances,NO
8467,38,Corporate,San Francisco,California,West,Binders,YES
8468,45,Corporate,Noblesville,Indiana,Central,Tables,NO
8469,16,Home Office,Clarksville,Tennessee,South,Bookcases,YES
8470,16,Home Office,Clarksville,Tennessee,South,Accessories,YES
8471,16,Home Office,Clarksville,Tennessee,South,Furnishings,YES
8472,16,Home Office,Clarksville,Tennessee,South,Labels,YES
8473,43,Consumer,Hollywood,Florida,South,Storage,YES
8475,14,Corporate,York,Pennsylvania,East,Paper,YES
8476,43,Home Office,Mesa,Arizona,West,Paper,YES
8477,44,Corporate,New York City,New York,East,Machines,NO
8478,51,Home Office,San Francisco,California,West,Art,NO
8479,10,Consumer,Los Angeles,California,West,Paper,NO
8480,30,Consumer,Omaha,Nebraska,Central,Phones,NO
8481,21,Home Office,Philadelphia,Pennsylvania,East,Art,YES
8482,6,Corporate,New York City,New York,East,Labels,NO
8483,38,Consumer,Grand Rapids,Michigan,Central,Binders,NO
8485,13,Home Office,Fresno,California,West,Paper,NO
8486,13,Home Office,Fresno,California,West,Paper,NO
8487,13,Home Office,Fresno,California,West,Paper,NO
8488,5,Consumer,Arlington,Virginia,South,Machines,NO
8489,5,Consumer,Arlington,Virginia,South,Binders,NO
8490,5,Consumer,Arlington,Virginia,South,Furnishings,NO
8491,27,Consumer,Los Angeles,California,West,Fasteners,NO
8492,43,Consumer,Lubbock,Texas,Central,Paper,YES
8493,43,Consumer,Lubbock,Texas,Central,Copiers,YES
8495,48,Corporate,Longmont,Colorado,West,Accessories,YES
8496,10,Consumer,Yonkers,New York,East,Art,NO
8497,10,Consumer,Yonkers,New York,East,Accessories,NO
8498,10,Consumer,Yonkers,New York,East,Supplies,NO
8499,10,Consumer,Yonkers,New York,East,Binders,YES
8500,10,Consumer,Yonkers,New York,East,Paper,NO
8501,9,Corporate,Los Angeles,California,West,Phones,YES
8502,9,Corporate,Los Angeles,California,West,Chairs,YES
8503,8,Home Office,Los Angeles,California,West,Paper,NO
8504,18,Consumer,Amarillo,Texas,Central,Chairs,YES
8506,10,Home Office,Dallas,Texas,Central,Accessories,YES
8507,10,Home Office,Dallas,Texas,Central,Envelopes,YES
8509,50,Consumer,Detroit,Michigan,Central,Phones,NO
8510,50,Consumer,Detroit,Michigan,Central,Binders,NO
8511,51,Consumer,New York City,New York,East,Binders,YES
8513,23,Corporate,Orlando,Florida,South,Paper,YES
8514,34,Corporate,Florence,Kentucky,South,Art,NO
8516,14,Consumer,New York City,New York,East,Art,NO
8518,49,Consumer,Paterson,New Jersey,East,Furnishings,NO
8519,49,Consumer,Paterson,New Jersey,East,Chairs,NO
8520,49,Consumer,Paterson,New Jersey,East,Chairs,NO
8522,13,Corporate,Milwaukee,Wisconsin,Central,Phones,NO
8523,38,Consumer,San Francisco,California,West,Paper,NO
8524,11,Consumer,Columbus,Ohio,East,Phones,YES
8525,11,Consumer,Columbus,Ohio,East,Furnishings,YES
8527,11,Consumer,Columbus,Ohio,East,Accessories,YES
8528,11,Consumer,Columbus,Ohio,East,Storage,YES
8529,45,Home Office,Los Angeles,California,West,Chairs,YES
8530,48,Consumer,Detroit,Michigan,Central,Paper,NO
8531,48,Consumer,Detroit,Michigan,Central,Paper,NO
8532,48,Consumer,Detroit,Michigan,Central,Storage,NO
8533,48,Consumer,Detroit,Michigan,Central,Chairs,NO
8534,3,Corporate,Columbus,Georgia,South,Labels,NO
8535,20,Consumer,San Francisco,California,West,Accessories,NO
8537,23,Home Office,Philadelphia,Pennsylvania,East,Paper,YES
8538,23,Home Office,Philadelphia,Pennsylvania,East,Art,YES
8539,10,Consumer,Los Angeles,California,West,Copiers,YES
8540,10,Consumer,Los Angeles,California,West,Binders,YES
8541,52,Corporate,Philadelphia,Pennsylvania,East,Storage,YES
8542,52,Corporate,Philadelphia,Pennsylvania,East,Chairs,YES
8543,32,Consumer,New York City,New York,East,Accessories,NO
8544,12,Corporate,Columbus,Georgia,South,Furnishings,NO
8545,12,Corporate,Columbus,Georgia,South,Furnishings,NO
8546,12,Corporate,Columbus,Georgia,South,Binders,NO
8547,49,Corporate,Los Angeles,California,West,Accessories,NO
8548,49,Corporate,Los Angeles,California,West,Labels,NO
8549,37,Corporate,Aurora,Colorado,West,Furnishings,YES
8550,29,Corporate,Houston,Texas,Central,Labels,YES
8551,29,Corporate,Houston,Texas,Central,Fasteners,YES
8552,22,Corporate,Chicago,Illinois,Central,Copiers,YES
8553,46,Consumer,Decatur,Alabama,South,Accessories,NO
8554,49,Consumer,Springfield,Virginia,South,Tables,NO
8555,12,Consumer,Plantation,Florida,South,Accessories,YES
8556,12,Consumer,Plantation,Florida,South,Storage,YES
8557,51,Corporate,Houston,Texas,Central,Phones,YES
8558,51,Corporate,Houston,Texas,Central,Labels,YES
8559,51,Corporate,Houston,Texas,Central,Phones,YES
8560,51,Corporate,Houston,Texas,Central,Phones,YES
8562,13,Corporate,Milwaukee,Wisconsin,Central,Chairs,NO
8564,17,Home Office,Sanford,Florida,South,Furnishings,YES
8565,46,Consumer,The Colony,Texas,Central,Phones,YES
8566,46,Consumer,The Colony,Texas,Central,Paper,YES
8567,45,Consumer,Troy,Ohio,East,Paper,YES
8568,49,Corporate,Hempstead,New York,East,Binders,YES
8570,49,Corporate,Hempstead,New York,East,Copiers,YES
8571,13,Home Office,Dallas,Texas,Central,Paper,YES
8572,48,Consumer,Houston,Texas,Central,Machines,YES
